"id","contract_id","offer_id","version","supplier","supplier_id","supplier_specialization","client","contract_subject","contract_domain","terminology_mapping","expected_patterns","payment_terms","penalties","ending_clauses","start_date","end_date","total_amount","number_of_items","hw_items","sw_items","service_items"
"contract_7010161248_4","701016124804","offer_analisiofferta_tt-tecnosistemi_clientevgs_v4","4","TT-TECNOSISTEMI","113481624145892","IT","VSG scarl","Fornitura e installazione in opera di apparati HPE e relativa manutenzione presso VSG scarl","networking","{""Network BUNDLE HPe versione 'modular'"": ""Modular network hardware bundle provided by HPE"", ""Network BUNDLE HPe versione 'fixed'"": ""Fixed network hardware bundle provided by HPE"", ""Supporto copertura 6\u00b0 anno"": ""Support coverage for the 6th year"", ""Supporto copertura 7\u00b0 anno"": ""Support coverage for the 7th year"", ""Supporto copertura 8\u00b0 anno"": ""Support coverage for the 8th year"", ""Servizi Professionali incluso smaltimento"": ""Professional services including disposal of old equipment"", ""Manutenzione/Reperibilit\u00e0"": ""Maintenance and availability services""}","switch + modules|firewall + licenses","","","","","","2127800.0","4","1","0","3"
"contract_7010161784_2","701016178402","offer_7010161784_0000283750_maticmind_spa_20200204_v1_v2","2","MATICMIND SPA","250387406080783","networking","Telecom Italia S.p.A.","Ordine per servizi di CO-SOURCING - manutenzione e assessment periodico","IT","{""CO-SOURCING"": ""Collaborative outsourcing model where the client and provider share responsibilities for IT services."", ""HLD"": ""High-Level Design, a document that outlines the overall architecture and design of a system."", ""LLD"": ""Low-Level Design, a detailed document that provides in-depth technical specifications for system implementation."", ""Networking di DC"": ""Networking infrastructure within a Data Center.""}","","Z004 120gg. Fine mese data fattura. Fatturazione annuale anticipata. Le fatture saranno emesse in regime di scissione dei pagamenti (Split Payment), ad eccezione del fatturato per prestazioni di servizi rese da professionisti soggette a ritenuta a titolo di acconto di cui all'art. 25 del D.P.R. 600/73, e saranno pagate al fornitore al netto dell'IVA che verrà versata da TIM direttamente all'Erario come previsto dal D.L. 50 del 24/4/17.","Penali per mancato rispetto SLA: Applicabili come da Capitolato Speciale di Appalto. Penali per ritardata consegna prodotti o consegna in opera: 1% del valore del BO per ogni giorno di ritardo, fino a un massimo di 10 giorni. Oltre i 10 giorni, facoltà di risolvere il contratto. La penale massima è del 20% dell'importo della fornitura o le maggiori penali previste nel contratto con il Cliente finale. Penale per inadempimento procedure di accesso ai siti Telecom Italia: ""500,00 per ogni violazione accertata.","Clausola di Riservatezza: Le informazioni devono essere trattate in modo riservato e non rese disponibili a terzi, pena risoluzione del contratto e risarcimento danni. Clausola di Recesso: Telecom Italia si riserva la facoltà di recedere in qualsiasi momento, senza risarcimento, in caso di recesso o risoluzione anticipata del contratto con il cliente finale, o per internalizzazione delle attività. Responsabilità per Danni e Manleva: Il fornitore si assume ogni responsabilità per danni causati nell'esecuzione delle attività/forniture e si impegna a manlevare Telecom da ogni pregiudizio o costo. Foro Competente: Foro di Roma.","2020-07-01T00:00:00Z","2025-06-30T00:00:00Z","157444.35","2","0","0","2"
"contract_7010161964_3","701016196403","offer_7010161964_0000081593_lutech_spa_20200211_v1_v3","3","LUTECH S.P.A.","228961212086989","sicurezza","Telecom Italia S.p.A.","Servizio di Manutenzione su apparati CISCO dal 2020 al 2027 c/o il Cliente Finale Vimercate Gestione Salute VSG scarl","networking","{""CNA"": ""Cisco Network Assurance"", ""REFRESH DELLA RETE DATI FONIA"": ""Upgrade and modernization of the data and voice network infrastructure"", ""ASST"": ""Azienda Socio Sanitaria Territoriale""}","switch + modules|firewall + licenses","Z004 120gg. Fine mese data fattura. Le fatture saranno emesse in regime di scissione dei pagamenti (Split Payment) e sono pagate al fornitore al netto dell'IVA. La fatturazione dei servizi è trimestrale posticipata.","Penali per rispetto SLA: Telecom si riserva la facoltà di applicare le penali previste nel Capitolato Speciale di Appalto in caso di mancato rispetto degli SLA, e di addebitare al fornitore le penali applicate a Telecom dal Cliente finale. Penali per ritardata consegna: 1% del valore del BO per ogni giorno di ritardo, per un max di 10 giorni consecutivi. Superata tale soglia, Telecom può risolvere il contratto. La penale massima è del 20% dell'importo della fornitura, o le maggiori penali previste nel contratto tra la TELECOM e il Cliente finale.","RESPONSABILITÀ PER DANNI E MANLEVA: Il fornitore si assume ogni obbligazione e responsabilità inerente all'organizzazione e allo svolgimento delle attività/forniture e all'erogazione dei servizi, impegnandosi a manlevare e tenere indenne Telecom da ogni pregiudizio, danno, perdita, responsabilità, costo, onere o spesa. CLAUSOLA DI RISERVATEZZA: Qualsiasi notizia, documento, informazione concernente direttamente o indirettamente il servizio o le attività di Telecom deve essere trattata in modo assolutamente riservato e non resa disponibile a terzi. CLAUSOLA DI RECESSO: Telecom Italia si riserva la facoltà di recedere in qualsiasi momento dal Buono D'Ordine qualora si verifichi il recesso o la risoluzione anticipata del contratto tra Telecom ed il Cliente di Telecom stessa, senza risarcimento. Inoltre, Telecom può recedere in caso di cessione/affitto d'azienda del fornitore, mutamento dell'assetto societario di controllo, rinvio a giudizio o condanna di un rappresentante per delitti relativi alla gestione d'impresa, assoggettamento a liquidazione o procedure concorsuali. Telecom può anche recedere in caso di internalizzazione delle attività oggetto della fornitura.","2020-02-10T00:00:00Z","2027-12-31T00:00:00Z","252480.0","1","0","0","1"
"contract_7010161964_4","701016196404","offer_riepilogoeconomico_storico_a94400_rfi_5061_v4","4","","180126070764885","networking","Vimercate Salute e Gestione - VSG scarl","Fornitura, installazione e manutenzione di apparati CISCO per rete e fonia, servizi professionali, ritiro e smaltimento, e servizi di manutenzione LUTECH per il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","{""CISCO"": ""Produttore di apparati di rete e fonia"", ""LUTECH"": ""Fornitore di servizi di manutenzione e supporto tecnico"", ""VOCE"": ""Servizi e apparati relativi alla fonia"", ""Licenze Sparkle"": ""Licenze software specifiche per soluzioni di comunicazione""}","switch + modules|firewall + licenses","","","","","","3219156.38","9","3","0","6"
"contract_7010162447_2","701016244702","offer_7010162447_0000289882_bv_tech_spa_20200224_v1_v2","2","BV TECH S.P.A.","267282143798887","IT","Telecom Italia S.p.A.","Documento di ordinazione N° 7010162447 del 24.02.2020 per DCS Housing e Outsourcing Personalizzato Dati","cloud","{""DCS Housing"": ""Data Center Services Housing, referring to the provision of physical space and infrastructure for hosting servers and IT equipment"", ""Outsourcing Personalizzato Dati"": ""Customized data outsourcing services tailored to client needs""}","software + support|licenses + services","Bonifico bancario, 120 giorni fine mese data fattura. Fatturazione trimestrale anticipata per i servizi a canone, con decorrenza dalla data effettiva di attivazione dei servizi. Le fatture dovranno essere emesse in regime di scissione dei pagamenti (Split Payment).","Il fornitore si obbliga al rispetto degli SLA indicati nel Capitolato d'Appalto; in caso di mancato rispetto, Telecom si riserva la facoltà di applicare penali e/o addebitare quelle applicate dal cliente finale. In caso di ritardata consegna/installazione, totale o parziale, si applica una penale dell'1% del valore del BO per ogni giorno di ritardo (massimo 10 giorni), dopodiché Telecom può risolvere il contratto. La penale massima è del 20% dell'importo della fornitura o le maggiori penali previste nel contratto con il Cliente finale. Penale di "" 500,00 per ogni violazione accertata delle procedure di accesso ai siti Telecom Italia.","Le clausole finali includono: RESPONSABILITÀ PER DANNI E MANLEVA (Il fornitore si assume ogni responsabilità per danni e manleva Telecom Italia), CLAUSOLA DI RISERVATEZZA (Il fornitore si impegna a trattare in modo riservato notizie, documenti e informazioni), CLAUSOLA DI RECESSO (Telecom Italia si riserva la facoltà di recedere in caso di recesso o risoluzione anticipata del contratto con il cliente, mutamento assetto societario del fornitore, rinvio a giudizio o condanna di rappresentanti, liquidazione, internalizzazione delle attività; in tali casi nessun risarcimento sarà dovuto al fornitore). Il Foro competente per ogni controversia è quello di Roma.","2020-07-01T00:00:00Z","2025-06-30T00:00:00Z","6068700.0","3","0","0","3"
"contract_7010163228_2","701016322802","offer_7010163228_0000283750_maticmind_spa_20200316_vc1_v2","2","MATICMIND SPA","250387406080783","networking","Telecom Italia S.p.A.","FORNITURA APPARATI E MANUTENZIONE PER AMPLIAMENTO RETE CLIENTE GSS - GENERALI SHARED SERVICES S.C.A.R.L.","networking","{""apparati Cisco"": ""Dispositivi di rete prodotti da Cisco Systems"", ""ampliamento rete"": ""Espansione della capacit\u00e0 o delle funzionalit\u00e0 della rete esistente"", ""manutenzione apparati"": ""Servizi di supporto e manutenzione per dispositivi hardware di rete""}","switch + modules|firewall + licenses","Pagamento a 120 giorni fine mese dalla data fattura. Le fatture relative alla Pos. 001 saranno emesse come specificato; le fatture relative alle Pos. 002 a 006 (manutenzione) saranno emesse con cadenza trimestrale posticipata. Le fatture saranno emesse in regime di scissione dei pagamenti (Split Payment) e pagate al fornitore al netto dell'IVA, che verrà versata da TIM direttamente all'Erario. Il pagamento delle fatture avverrà, a mezzo bonifico bancario, a 120 giorni dalla data convenzionale di emissione fattura fissata all'ultimo giorno del mese.","Penali per mancato rispetto SLA: Telecom si riserva la facoltà di applicare le penali previste nel Capitolato d'Appalto. Telecom si riserva il diritto addebitare al fornitore le penali che dovessero essere applicate a Telecom da parte del Cliente finale per atto o fatto o omissione imputabile o riconducibile al fornitore. L'applicazione delle penali non preclude il diritto di Telecom al risarcimento del danno ulteriore. Penali per ritardata consegna: Dell'1% del valore del presente BO per ogni giorno di ritardo per un massimo di 10 giorni naturali e consecutivi. Superata tale soglia, Telecom avrà la facoltà di risolvere il contratto ex art. 1456 c.c., fatto salvo il risarcimento dei danni. La penale sarà applicabile per un massimo del 20% dell'importo della fornitura, o per le eventuali maggiori penali previste nel contratto tra Telecom e il Cliente finale.","Clausola di Riservatezza: Qualsiasi notizia, documento, informazione concernente direttamente o indirettamente il servizio svolto o l'organizzazione e le attività di Telecom dovrà essere trattata in modo assolutamente riservato e non potrà essere resa disponibile a terzi. L'obbligo permane successivamente alla cessazione del contratto. Telecom si riserva la facoltà di risolvere il contratto (art. 1456 c.c.) in caso di violazione. Clausola di Recesso: Telecom Italia si riserva la facoltà di recedere, in qualsiasi momento, dal Buono D'Ordine, qualora si verifichi il recesso o la risoluzione anticipata del contratto tra Telecom ed il Cliente di Telecom stessa. Nessun risarcimento, onere, spesa o indennizzo potrà essere richiesto. Responsabilità per Danni e Manleva: Il fornitore si assume ogni obbligazione e responsabilità inerente all'organizzazione e allo svolgimento delle attività/forniture e all'erogazione dei servizi, impegnandosi a manlevare e tenere indenne Telecom da ogni pregiudizio, danno, perdita, responsabilità, costo, onere o spesa. Cessione del credito: Divieto assoluto di cedere i crediti verso Telecom Italia. In caso di inadempimento, Telecom avrà la facoltà di risolvere di diritto l'Accordo ex art. 1456 c.c., fatto salvo il risarcimento dei danni.","2020-04-01T00:00:00Z","2025-09-30T00:00:00Z","159374.24","3","1","0","2"
"contract_7010163417_2","701016341702","offer_7010163417_0000283750_maticmind_spa_20200319_v1_v2","2","MATICMIND SPA","250387406080783","networking","Telecom Italia S.p.A.","Purchase Order for Router Equipment and Associated Services","networking","{""router generici"": ""Standard network routers used for data routing"", ""VAS-100320-04"": ""External code for a specific router model"", ""MM19OFF52465(ver.3B)"": ""Reference to a specific offer or quotation from the supplier"", ""TCPSMP-18-1111-O-TR1.MV"": ""Product code for a commercial router model""}","switch + modules|firewall + licenses","Condizioni di pagamento Z004 120gg. Fine mese data fattura. Pagamento delle fatture a mezzo bonifico bancario, a 120 giorni dalla data convenzionale di emissione fattura fissata all'ultimo giorno del mese. Fatture emesse in regime di scissione dei pagamenti (Split Payment). Interessi moratori applicabili come da D.Lgs. 231/02, pari al saggio d'interesse BCE su base annua aumentato di un punto percentuale. Possibilità di anticipo dei pagamenti con sconto concordato e differimento pagamenti con interessi commisurati al costo del denaro. Divieto di cedere crediti. Mandati irrevocabili all'incasso.","Penali per mancato rispetto degli SLA indicati nel Capitolato d'Appalto. Penali per ritardata consegna prodotti o consegna in opera: 1% del valore del BO per ogni giorno di ritardo, per un massimo di 10 giorni. Superata tale soglia, Telecom ha facoltà di risolvere il contratto. La penale massima applicabile è del 20% dell'importo della fornitura o le eventuali maggiori penali previste nel contratto tra TELECOM e il Cliente finale. Penali di "" 500,00 per ogni violazione delle procedure di accesso ai siti Telecom Italia. Eventuali penali applicate a TELECOM Italia dal Cliente finale per cause imputabili al Fornitore (ritardi, danni, etc.) saranno applicate da TELECOM alla Società stessa. Il recupero delle penalità avviene tramite emissione di fattura/nota di debito fuori campo IVA con pagamento a 60 giorni dalla data di emissione.","Clausole di responsabilità per danni e manleva. Clausola di riservatezza, con obbligo di trattamento riservato delle informazioni e possibilità di risoluzione del contratto in caso di violazione. Clausola di recesso per Telecom Italia in caso di recesso o risoluzione anticipata del contratto con il cliente finale. Divieto di cessione del credito e mandati all'incasso irrevocabili. Clausola di subappalto, con limiti al 20% del valore del contratto e autorizzazione scritta di Telecom. Conformità alle normative D.Lgs. 151/05 RAEE e RoHS e marcatura CE per apparecchiature elettriche/elettroniche. Adozione del Codice Etico e D.Lgs. 231/01. Modalità di fatturazione subordinate al Benestare alla fatturazione (Entrata Merce). Foro competente esclusivo: Roma.","2020-03-18T00:00:00Z","2025-09-30T00:00:00Z","33281.88","3","3","0","0"
"contract_7010164589_2","701016458902","offer_7010164589_0000283750_maticmind_spa_20200417_v1_v2","2","MATICMIND SPA","250387406080783","sicurezza","Telecom Italia S.p.A.","FORNITURA E POSA APP.TI PER INFRASTRUTTURA FORTINET E MANUTENZIONE 5 ANNI PER RETE DEL CLIENTE: ASUR MARCHE","sicurezza","{""Fortinet"": ""Produttore di soluzioni di sicurezza di rete, inclusi firewall e altri dispositivi di protezione"", ""Help Desk 8x5"": ""Servizio di supporto tecnico disponibile 8 ore al giorno, 5 giorni a settimana"", ""Sistemista Security Expert"": ""Specialista in sicurezza informatica responsabile della configurazione e manutenzione dei sistemi di sicurezza"", ""Pacchetto 10 giornate a consumo"": ""Servizio di consulenza tecnica acquistato in blocchi di 10 giornate lavorative, utilizzabile su richiesta""}","","Z004 120gg. Fine mese data fattura. Il pagamento delle fatture avverrà a mezzo bonifico bancario, a 120 giorni dalla data convenzionale di emissione fattura fissata all'ultimo giorno del mese.","In caso di mancato rispetto degli SLA, Telecom si riserva la facoltà di applicare le penali previste nel medesimo Capitolato Speciale di Appalto. Telecom si riserva il diritto addebitare al fornitore le penali che dovessero essere applicate a Telecom da parte del Cliente finale per atto o fatto o omissione imputabile o, comunque, riconducibile al fornitore S. L'applicazione delle penali non preclude il diritto di Telecom al risarcimento del danno ulteriore. Laddove il fornitore non adempia agli obblighi di consegna / installazione, totale o parziale della fornitura di QUANTO PREVISTO NEL BO, Telecom escluse le cause di forza maggiore debitamente comunicate e documentate e fatta salva la facoltà di richiedere il risarcimento del maggior danno, potrà applicare alla stessa penali dell' 1 (uno) % (per cento) del valore DEL PRESENTE BO per ogni giorno di ritardo per un massimo di 10 (dieci) giorni naturali e consecutivi. Superata detta soglia Telecom avrà la facoltà di risolvere il presente contratto ai sensi dell'art.1456 c.c., fatto salvo il risarcimento dei danni. La penale sarà applicabile, per un massimo del 20% dell'importo della fornitura, o per le eventuali maggiori penali previste nel contratto tra la TELECOM e il Cliente finale. In caso di applicazione delle penali, TELECOM emetterà fattura (fuori del campo I.V.A. ex DPR 633 del 26/10/72 e succ. mod.). L'importo della suddetta fattura sarà pagato, previo accordo tra le parti, o trattenendolo dal primo pagamento utile effettuato da TELECOM al fornitore anche se il fatturato risulti ceduto, se il pagamento rientra nel termine di 60 gg. dalla data di emissione fattura, oppure sarà pagato dal fornitore a 60 giorni dalla data di emissione della fattura stessa. In caso d'inadempimento alle disposizioni della procedura di ""Accesso ai Siti Telecom"" da parte del personale dipendente del Fornitore... sarà facoltà della Società applicare una penale pari a "" 500,00 (euro cinquecento) per ogni violazione accertata. In caso di ritardo nella consegna, totale o parziale, escluse le cause di forza maggiore debitamente comunicate e documentate, il Fornitore si obbliga alla corresponsione di una penale dell'1% (uno per cento) del valore dei beni oggetto della fornitura per ogni giorno di ritardo. Qualora il ritardo dovesse superare 10 (dieci) giorni solari, la Società avrà diritto di risolvere il presente Buono d'Ordine ai sensi dell'art. 1456 c.c., fatto salvo il risarcimento dei danni. In caso di applicazione di penali, il loro recupero avverrà da parte della Società mediante l'emissione di fattura/nota di debito (fuori campo IVA ex art. 15 DPR 633/72 e succ. mod.) con pagamento a 60 (sessanta) giorni solari dalla data di emissione della stessa fattura/nota debito.","Condizioni generali di fornitura, accettazione B.O., riferimenti societari, subappalto (divieto), cessione del credito (divieto), responsabilità per danni e manleva, autorizzazione, clausola sospensiva, efficacia e durata del contratto (no proroghe o rinnovi taciti), clausola di riservatezza, divieto di subappalto, clausola di recesso (Telecom Italia si riserva la facoltà di recedere in qualsiasi momento in caso di recesso/risoluzione anticipata del contratto tra Telecom e il Cliente di Telecom stessa, senza risarcimento; in caso di cessione/affitto d'azienda, mutamento assetto societario, rinvio a giudizio o condanna del rappresentante, assoggettamento a liquidazione o procedure concorsuali; in caso di internalizzazione delle attività), tipo collaudo, modalità di fatturazione e pagamento, domiciliazione bancaria, domiciliazione bancaria ex art. 3 L. 136/2010 (tracciabilità flussi finanziari), principi etici nella conduzione dell'attività d'impresa, certificazione del fornitore (antimafia, casellario giudiziale), controllo esportazioni/importazioni, trattamento dati personali, obbligo di confidenzialità, modalità di accettazione del BO, risoluzione del Buono d'Ordine per inadempimento (Sez. 1, punto 2 e 3; Sez. 2, punto 2 e 4; Sez. 3, punto 4, 8, 9, 10, 12, 13, 14), foro competente (Foro di Roma).","2020-07-01T00:00:00Z","2025-06-30T00:00:00Z","104754.0","2","1","0","1"
"contract_7010166375_2","701016637502","offer_7010166375_0000283750_maticmind_spa_20200618_v1_v2","2","MATICMIND SPA","250387406080783","networking","Telecom Italia S.p.A.","FORNITURA IN OPERA APPARATI HUAWEI E MANUTENZIONE 5 ANNI PER RETE DEL CLIENTE: DIPHARMA FRANCIS S.R.L.","networking","{""apparati HUAWEI"": ""Huawei network hardware devices"", ""rete dati"": ""data network infrastructure"", ""servizi specialistici"": ""specialized professional services for network installation and configuration"", ""manutenzione con parti di ricambio a carico Maticmind"": ""maintenance service including replacement parts provided by Maticmind"", ""ripristino hardware entro 8 ore"": ""hardware restoration within 8 hours""}","switch + modules|firewall + licenses","Z004 120gg. Fine mese data fattura. Fatture emesse in regime di scissione dei pagamenti (Split Payment). Il pagamento delle fatture avverrà, a mezzo bonifico bancario, a 120 (CENTOVENTI) giorni dalla data convenzionale di emissione fattura fissata all'ultimo giorno del mese. Applicabili interessi moratori sul ritardo.","PENALI PER RISPETTO SLA: Telecom si riserva la facoltà di applicare le penali previste nel Capitolato Speciale di Appalto in caso di mancato rispetto degli SLA. Penalità applicabili se Telecom subisce penali dal Cliente finale per atto o omissione imputabile al fornitore. L'applicazione non preclude risarcimento del danno ulteriore. PENALI PER RITARDATA CONSEGNA PRODOTTI O CONSEGNA IN OPERA: 1% del valore del presente BO per ogni giorno di ritardo per un massimo di 10 giorni. Superata la soglia, Telecom può risolvere il contratto. Massima penale del 20% dell'importo della fornitura o maggiori penali previste nel contratto con il Cliente finale.","CONDIZIONI GENERALI DI FORNITURA: Tutte le altre condizioni di fornitura non espresse nel B.O. si riferiscono agli accordi per la fornitura di apparati e servizi per reti dati/fonia attualmente in uso. Accettazione B.O.: Buono d'Ordine da restituire via Portale Telecom Italia per accettazione. SUBAPPALTO: Divieto di cessione totale o parziale salvo autorizzazione. Cessione del credito: Divieto assoluto di cedere i crediti. RESPONSABILITÀ PER DANNI E MANLEVA: Il fornitore si assume ogni obbligazione e responsabilità inerente l'organizzazione e lo svolgimento delle attività/forniture e l'erogazione dei servizi, incluse licenze, autorizzazioni, certificazioni. Risarcimento di tutti i danni che Telecom o terzi abbiano subito. Il fornitore si impegna a manlevare e tenere indenne Telecom da ogni pregiudizio, danno, perdita, responsabilità, costo, onere o spesa. CLAUSOLA DI RISERVATEZZA: Qualsiasi notizia, documento, informazione deve essere trattata in modo assolutamente riservato e non resa disponibile a terzi. L'obbligo permane dopo la cessazione del contratto. CLAUSOLA DI RECESSO: Telecom Italia si riserva la facoltà di recedere in qualsiasi momento se si verifica il recesso o risoluzione anticipata del contratto tra Telecom e il Cliente. Nessun risarcimento, onere, spesa o indennizzo sarà richiesto. Telecom si riserva la facoltà di recedere dal presente Buono d'Ordine a proprio insindacabile giudizio e senza che a fronte di tale recesso possa esserle richiesto a nessun titolo o ragione risarcimento od indennizzo alcuno in caso di: cessione/affitto dell'azienda o ramo d'azienda, mutamento dell'assetto societario di controllo, rinvio a giudizio o condanna di un rappresentante, assoggettamento a liquidazione o procedure concorsuali. Telecom può recedere previo preavviso di 60 giorni solari in caso di recesso o risoluzione anticipata del contratto tra la Società ed il cliente della Società stessa o internalizzazione delle attività oggetto della fornitura. ART 14: Il Fornitore si impegna a mantenere confidenziali e riservati tutti i dati, le notizie e informazioni.","2020-06-18T00:00:00Z","2025-06-30T00:00:00Z","14132.95","3","1","0","2"
"contract_7010166430_2","701016643002","offer_7010166430_0000283750_maticmind_spa_20200622_v1_v2","2","MATICMIND SPA","250387406080783","networking","Telecom Italia S.p.A.","FORNITURA IN OPERA APP.TI HUAWEI E MANUTENZIONE 5 ANNI PER IL CLIENTE, DIPHARMA FRANCIS S.R.L.","networking","{""APP.TI"": ""Apparati"", ""IMI"": ""Installazione e messa in opera"", ""TD Gen NO LARGE"": ""Tipologia di apparati generici non di grandi dimensioni"", ""SERV. PROF. HUAWEI"": ""Servizi professionali relativi a prodotti Huawei"", ""ripristino hardware"": ""Riparazione o sostituzione di componenti hardware guasti""}","switch + modules|firewall + licenses","Z004 120gg. Fine mese data fattura. Pagamento a mezzo bonifico bancario a 120 giorni dalla data convenzionale di emissione fattura fissata all'ultimo giorno del mese. Fatture emesse in regime di scissione dei pagamenti (Split Payment).","PENALI PER RISPETTO SLA: Telecom si riserva la facoltà di applicare le penali previste nel Capitolato Speciale di Appalto e addebitare al fornitore le penali applicate a Telecom dal Cliente finale. PENALI PER RITARDATA CONSEGNA PRODOTTI O CONSEGNA IN OPERA: 1% del valore dei beni per ogni giorno di ritardo, max 10 giorni naturali e consecutivi, max 20% dell'importo della fornitura o maggiori penali previste nel contratto tra Telecom e Cliente finale. In caso di superamento dei 10 giorni, Telecom può risolvere il contratto. PENALE DI ACCESSO AI SITI: ""500,00 per ogni violazione accertata delle disposizioni della procedura di ""Accesso ai Siti Telecom Italia"".","CLAUSOLA DI RISERVATEZZA: tutte le informazioni devono essere trattate in modo riservato; la violazione può portare a risarcimento danni e risoluzione del contratto (art. 1456 c.c.). CLAUSOLA DI RECESSO: Telecom Italia può recedere in qualsiasi momento se il contratto tra Telecom e il proprio Cliente viene risolto anticipatamente, senza risarcimento per il fornitore. Ulteriori cause di recesso per Telecom includono cessione/affitto d'azienda da parte del fornitore, mutamento assetto societario di controllo, rinvio a giudizio/condanna di rappresentanti, liquidazione o procedure concorsuali del fornitore, o internalizzazione delle attività. CESSIONE DEL CREDITO: È fatto divieto al fornitore di cedere i crediti verso Telecom Italia e di conferire mandati all'incasso. SUBAPPALTO: Il fornitore si impegna ad eseguire le commesse in proprio, salvo specifica autorizzazione scritta di Telecom per subappalti non superiori al 30% della fornitura. RESPONSABILITÀ PER DANNI E MANLEVA: Il fornitore si assume ogni obbligazione e responsabilità per danni causati nell'esecuzione delle attività/forniture e si impegna a manlevare e tenere indenne Telecom da pretese di terzi. FORO COMPETENTE: Il Foro di Roma è competente in via esclusiva per ogni controversia.","2020-07-01T00:00:00Z","2025-06-30T00:00:00Z","3719.44","3","1","0","2"
"contract_7010166442_2","701016644202","offer_7010166442_0000283750_maticmind_spa_20200622_v1_v2","2","MATICMIND SPA","250387406080783","networking","Telecom Italia S.p.A.","FORNITURA IN OPERA APPARATI HUAWEI E MANUTENZIONE 5 ANNI PER RETE DATI DEL CLIENTE DIPHARMA FRANCIS S.R.L., DESTINAZIONE V. XXIV MAGGIO 40 - MERETO DI TOMBA, UD - SEDE CARONNO PERTUSELLA. RIFERIMENTO OFFERTA N. MM19OFF50397 (Ver. 4) DEL 20/09/2020. PERIODO DI RIFERIMENTO: DAL 01/07/2020 AL 30/06/2025.","networking","{""apparati Huawei"": ""Network hardware devices manufactured by Huawei"", ""rete dati"": ""Data network infrastructure"", ""manutenzione con parti di ricambio a carico Maticmind"": ""Maintenance service including replacement parts provided by Maticmind"", ""ripristino hardware entro 8 ore"": ""Hardware restoration within 8 hours in case of failure""}","switch + modules|firewall + licenses","Pagamento tramite bonifico bancario a 120 giorni dalla data convenzionale di emissione fattura (ultimo giorno del mese). Le fatture relative alle posizioni 001 e 002 saranno emesse come specificato; le fatture relative alle posizioni da 003 a 007 (manutenzione) saranno emesse con cadenza trimestrale posticipata. Applicabile il regime di scissione dei pagamenti (Split Payment). Saranno applicabili interessi di mora ai sensi del D.Lgs. 231/02.","Penali per mancato rispetto degli SLA come indicato nel Capitolato d'Appalto. Telecom si riserva la facoltà di applicare penali e di addebitare al fornitore penali applicate dal cliente finale imputabili al fornitore. Penalità per ritardata consegna prodotti o installazione: 1% del valore del presente BO per ogni giorno di ritardo, per un massimo di 10 giorni naturali e consecutivi; superata detta soglia, Telecom avrà la facoltà di risolvere il contratto ai sensi dell'art. 1456 c.c., fatto salvo il risarcimento dei danni. La penale sarà applicabile per un massimo del 20% dell'importo della fornitura o per le eventuali maggiori penali previste nel contratto tra Telecom e il Cliente finale. In caso d'inadempimento alle disposizioni della procedura di 'Accesso ai Siti Telecom Italia' da parte del personale del Fornitore, penale di "" 500,00 per ogni violazione accertata.","Clausola di riservatezza che permane anche dopo la cessazione del contratto, con risoluzione di diritto (art. 1456 c.c.) in caso di violazione. Clausola di recesso per Telecom Italia in caso di recesso o risoluzione anticipata del contratto tra Telecom e il proprio cliente, senza oneri di risarcimento. Telecom Italia si riserva la facoltà di recedere dal Buono d'Ordine, a proprio insindacabile giudizio, in caso di cessione/affitto d'azienda, mutamento dell'assetto societario di controllo del Fornitore, rinvio a giudizio o condanna di un rappresentante, assoggettamento a liquidazione o procedure concorsuali. Telecom può recedere con un preavviso di 60 giorni solari in caso di recesso o risoluzione anticipata del contratto con il cliente finale o internalizzazione delle attività. Divieto assoluto di cessione del credito e di conferimento di mandati all'incasso, con facoltà di risoluzione del contratto ex art. 1456 c.c. per inadempimento. Il Fornitore si assume ogni obbligazione e responsabilità inerente all'organizzazione e svolgimento delle attività, con manleva completa per Telecom Italia da danni a persone o cose, difetti di fabbricazione o progettazione, e inadempimenti contrattuali o legali. Foro competente esclusivo: Roma.","2020-07-01T00:00:00Z","2025-06-30T00:00:00Z","10593.26","2","1","0","1"
